standardized,pEC50
CC1=CN=C(C(OC(C)C)C(C)S(=O)(=O)NC2=NN=C(C3=NN(C)C=C3)N2C2=C(F)C=CC=C2F)N=C1,8.795880017
CC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2=NN(C)C=C2)N1C1=C(F)C=CC=C1F,8.397940009
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2=NN(C)C=C2)N1C1=C(F)C=CC=C1F,8.508638306
COC1=NC=C(C(C)C(C)S(=O)(=O)NC2=NN=C(C3=NN(C)C=C3)N2C2=C(F)C=CC=C2F)N=C1,7.602059991
CC1=CN=C(C(C)C(C)S(=O)(=O)NC2=NN=C(C3=NN(C)C=C3)N2C2=C(F)C=CC=C2F)C=N1,7.337242168
COC(C1=NC=C(C)N=C1)C(C)S(=O)(=O)NC1=NN=C(C2=NN(C)C=C2)N1C1=C(F)C=CC=C1F,7.26760624
COC(C1=NC=C(C)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2=NN(C)C=C2)N1C1=C(F)C=CC=C1F,7.769551079
COC1=CC=CC=C1NC(=O)C1=CC=CS1,6.468521083
COC1=CC=CC=C1NC(=O)C1=CC=C(F)S1,4.903089987
COC1=CC=CC=C1N1C(NS(=O)(=O)CCC2=CC=C(Cl)C=C2)=NN=C1C1=CC=CS1,6.920818754
NC1=NN=C(C2=CC=CS2)N1C1=CC=CC=C1OC(F)F,4.903089987
COC1=CC=CC=C1N1C(NS(=O)(=O)CCC2=CC=CC=C2)=NN=C1C1=CC=CS1,6.645891561
COC1=CC=CC=C1N1C(NS(=O)(=O)CCC2=CC=C(Cl)C=C2)=NN=C1C1=CC=C(F)S1,6.677780705
COC1=CC=CC=C1N1C(NS(=O)(=O)C2CC2C2=CC=C(Cl)C=C2)=NN=C1C1=CC=CS1,4.903089987
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)=NN=C2C2=CC=CS2)C=C(C(=O)O)C=C1,6.677780705
NC1=NN=C(C2=CC=C(F)S2)N1C1=CC=CC=C1OC(F)F,7.408935393
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)=NN=C2C2=CC=CS2)C=C(N2CCOC2=O)C=C1,6.138465589
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)=NN=C2C2=CC=CS2)C=C(C2=CCS(=O)(=O)CC2)C=C1,7.886056648
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)=NN=C2C2=CC=CS2)C=C(NCCO)C=C1,6.337242168
COC1=C(N2C(N)=NN=C2C2=CC=CS2)C=C(N(C)C)C=C1,7.958607315
NS(=O)(=O)C1=CN=CC(O)=C1,8.602059991
COC1=CC=CC(OC)=C1N1C(NS(C)(=O)=O)=NN=C1C1=NN(C)C=C1,6.236572006
CCS(=O)(=O)NC1=NN=C(C2=NN(C)C=C2)N1C1=C(OC)C=CC=C1OC,7.086186148
COC1=CC=CC=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(F)C=N2)=NN=C1C1=NN(C)C=C1,8.060480747
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(OC)C2=NC=C(Cl)C=C2)=NN=C1C1=NNC(C)=C1,7.602059991
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(F)C=C3)=NN=C2C2=CC=CS2)C=C(Br)C=C1,6.490797478
COC1=CC=C(CN(CC2=CC=C(OC)C=C2)S(C)(=O)=O)C=C1,9.193820026
COC1=C(N2C(N)=NN=C2C2=CC=CS2)C(OC)=CC=C1,8.420216403
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)=NN=C2C2=CC=CS2)C=C(S(C)(=O)=O)C=C1,7.119186408
O=S(=O)(CC1=CC=C(Cl)C=C1)NC1=NN=C(C2=CC=CS2)N1C1=CC=CC=C1C(F)(F)F,4.903089987
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(F)C=C3)=NN=C2C2=CC=CS2)C=C(S(C)(=O)=O)C=C1,7.468521083
COC1=CC=CC=C1N1C(NS(=O)(=O)CCC2=CC=C(F)C=C2)=NN=C1C1=CC=CS1,6.844663963
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(F)C=C3)=NN=C2C2=CC=CS2)C=C(Cl)C=C1,6.71219827
COC(=O)CCS(=O)(=O)NC1=NN=C(C2=CC=CS2)N1C1=C(OC)C=CC=C1OC,7.468521083
COC1=C(N2C(NS(=O)(=O)CCCO)=NN=C2C2=CC=CS2)C(OC)=CC=C1,8.522878745
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)CC(O)C2=CC=C(Cl)C=C2)=NN=C1C1=NN(C)C=C1,8.075720714
CCOC(=O)C1=CC(N2C(N)=NN=C2C2=CC=CS2)=C(OC)C=C1,4.903089987
COC1=CC=CC=C1N1C(NS(=O)(=O)CC2=CC=C(Cl)C=C2)=NN=C1C1=CC=CS1,4.903089987
COC1=CC=CC=C1N1C(NS(=O)(=O)CCC(F)(F)F)=NN=C1C1=CC=CS1,4.903089987
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1=NNC2=C1CCCC2,8.040958608
COCC1(N2C(NS(=O)(=O)C(C)C(OC)C3=NC=C(Cl)C=N3)=NN=C2C2=NN(C)C=C2)CC1,8.004364805
COCC(COC)N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(C)N=C2)=NN=C1C1=NN(C)C=C1,6.638272164
COCC(COC)N1C(NS(=O)(=O)C(C)C(C)C2=CN=C(OC)C=N2)=NN=C1C1=NN(C)C=C1,7.13667714
COCC1(N2C(NS(=O)(=O)C(C)C(C)C3=CN=C(OC)C=N3)=NN=C2C2=NN(C)C=C2)CC1,7.251811973
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2=C3CCCN3N=C2)N1C1CC1,7.958607315
CC1=CN=C(C(C)C(C)S(=O)(=O)NC2=NN=C(C3=C4CCCN4N=C3)N2C2=C(F)C=CC=C2F)N=C1,8.26760624
CC1=CN=C(C(OC(C)C)C(C)S(=O)(=O)NC2=NN=C(C3=C4CCCN4N=C3)N2C2=C(F)C=CC=C2F)C=N1,8.036212173
COCC1(N2C(NS(=O)(=O)C(C)C(OC)C3=NC=C(Cl)C=N3)=NN=C2C2=NNC3=C2CCC3)CCC1,8.886056648
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2=NNC3=C2CCC3)N1C1(C)CC1,8.13076828
COCC1(N2C(NS(=O)(=O)C(C)C(OC)C3=NC=C(Cl)C=N3)=NN=C2C2=NNC3=C2CCCC3)CC1,7.823908741
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2=NNC3=C2CCC3)N1C1(C)CCC1,7.468521083
COCC1(N2C(NS(=O)(=O)C(C)C(OC)C3=NC=C(Cl)C=N3)=NN=C2C2=NNC3=C2C=C(C)C=C3)CC1,7.366531544
COCC1(N2C(NS(=O)(=O)C(C)C(OC)C3=NC=C(Cl)C=N3)=NN=C2C2=NNC3=CC=CC=C23)CC1,7.886056648
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2=NOC3=CC=CC=C23)N1C1CC1,6.585026652
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2=C3C=CC=CN3N=C2)N1C1CC1,7.420216403
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2=NOC3=CC=CC=C23)N1C(C)C,6.698970004
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2=NN(C)C3=C2CCCC3)N1C(C)C,6.886056648
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2=NN(C)C3=C2CCCC3)N1C1CC1,7.721246399
COCC(C)N1C(NS(=O)(=O)C(C)C(OC)C2=NC=C(Cl)C=N2)=NN=C1C1=NN(C)C=C1,7.301029996
CC(C)OC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2=NN(C)C=C2)N1C1CC1,7.657577319
COCC(C)N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1=NN(C)C=C1,6.958607315
CC(C)OC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2=CN(C)N=C2)N1C1CC1,7.15490196
CC(C)OC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2=NN(C)C=C2)N1C(C)C,7.568636236
CC(C)OC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2=NN(C)C=C2)N1C1(C)CC1,7.698970004
COC1CCCC(OC)C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(C)C=N2)=NN=C1C1CCCO1,6.619788758
COC1CCCC(OC)C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(C)C=N2)=NN=C1C1CCOC1,6.050609993
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)CC2=NC=C(F)C=N2)=NN=C1C1CCOC1,6.397940009
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)=NN=C2C2CCOC2)C(OC)=CC=C1,6.677780705
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)CC2=NC=C(F)C=N2)=NN=C1C1CCOCC1,6.327902142
CC1=CN=C(C(C)C(C)S(=O)(=O)NC2=NN=C(C3CCCO3)N2C2=C(F)C=CC=C2F)N=C1,6.920818754
CC1=CN=C(C(C)C(C)S(=O)(=O)NC2=NN=C(C3CCOC3)N2C2=C(F)C=CC=C2F)N=C1,6.795880017
CC1=CN=C(C(C)C(C)S(=O)(=O)NC2=NN=C(C3CCCOC3)N2C2=C(F)C=CC=C2F)N=C1,6.585026652
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1CCCO1,8.346787486
CC1=CN=C(C(C)C(C)S(=O)(=O)NC2=NN=C(C3CCCO3)N2C2=C(F)C=NC=C2F)N=C1,6.886056648
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1COC1,6.853871964
COC1=C(N2C(NS(=O)(=O)CCC3=C(C#N)C=C(F)C=C3)=NN=C2C2CCC(=O)N2)C(OC)=CC=C1,5.924453039
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(C)C=N2)=NN=C1C1CCCO1,8.408935393
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(C)C=N2)=NN=C1C1CCOC1,7.431798276
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(C)C=N2)=NN=C1C1CCCOC1,6.920818754
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1CCOC1,8.031517051
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1CCCOC1,7.585026652
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1OCCC1C,7.853871964
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(C)C=N2)=NN=C1C1OCCC1C,6.346787486
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(C)C=N2)=NN=C1C1CCCCO1,8.017728767
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1CCCCO1,8.619788758
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(C)N=C2)=NN=C1C1CCCO1,7.638272164
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(C)N=C2)=NN=C1C1CCCCO1,7.27572413
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2CCCO2)N1C1(C)CC1,7.522878745
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2CCCCO2)N1C1(C)CC1,7.853871964
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1CCOC1C,7.30980392
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(C)C=N2)=NN=C1C1CCOC1C,6.568636236
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2CCOC2)N1C1(C)CC1,6.356547324
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2CCCOC2)N1C1(C)CC1,6.318758763
COC(C1=NC=C(C)N=C1)C(C)S(=O)(=O)NC1=NN=C(C2CCOC2)N1C1(C)CC1,6.102372909
COC(C1=NC=C(C)N=C1)C(C)S(=O)(=O)NC1=NN=C(C2CCCOC2)N1C1(C)CC1,5.744727495
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(C)N=C2)=NN=C1C1CCOC1,6.853871964
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(C)N=C2)=NN=C1C1CCCOC1,6.397940009
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1CCO1,8.721246399
COC1=C(N2C(NS(=O)(=O)CCC3=CC=C(Cl)C=C3)=NN=C2C2CCCO2)C(OC)=CC=C1,6.920818754
COC1=C(N2C(NS(=O)(=O)CCC3=C(C#N)C=C(F)C=C3)=NN=C2C2CCCO2)C(OC)=CC=C1,6.346787486
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(C)C=N2)=NN=C1C1CCS(C)(C)C1,5.974694135
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2CCC(C)O2)N1C1(C)CC1,8.568636236
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2CCC(C)(C)O2)N1C1CCOCC1,6.251811973
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(C)C=N2)=NN=C1C1CCCS1,7.920818754
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2CCC(C)O2)N1C1CCOCC1,7.15490196
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1NC(=O)C2=CC=CC=C21,6.638272164
COC1=CC=CC=C1N1C(NS(=O)(=O)C(C)C(OC)C2=NC=C(Cl)C=N2)=NN=C1C1CCCO1,8.886056648
CCC1=CC=CC=C1N1C(NS(=O)(=O)C(C)C(OC)C2=NC=C(Cl)C=N2)=NN=C1C1CCCO1,8.853871964
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2CCCO2)N1C1=CC=CC=C1C,8.060480747
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2CCCO2)N1C1=CC=CC=C1Cl,8.251811973
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2CCCO2)N1C1=CC=CC=C1F,7.677780705
CC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2COCCO2)N1C1CCOCC1,6.207608311
COC1=C(Br)C=C(Br)C(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1CCOC1,6.508638306
CC1=CN=C(C(OC(C)C)C(C)S(=O)(=O)NC2=NN=C(C3CCCO3)N2C2CCOCC2)C=N1,5.37675071
CC1=CN=C(C(OC(C)C)C(C)S(=O)(=O)NC2=NN=C(C3CCC(C)O3)N2C2CCOCC2)C=N1,5.37675071
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=C2)=NN=C1C1COCCO1,8.677780705
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(C)C=N2)=NN=C1C1CCCN(C)C1,6.37675071
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2COCCO2)N1C1(C)CC1,6.853871964
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(F)C=N2)=NN=C1C1CCOC1,7.537602002
COCC1(N2C(NS(=O)(=O)C(C)C(OC)C3=NC=C(Cl)C=N3)=NN=C2C2CCC(C)O2)CC1,7.193820026
COCCN1C(NS(=O)(=O)C(C)C(OC)C2=NC=C(Cl)C=N2)=NN=C1C1CCC(C)(C)O1,6.065501549
COCC1(N2C(NS(=O)(=O)C(C)C(OC)C3=NC=C(Cl)C=N3)=NN=C2C2CCC(C)(C)O2)CC1,5.958607315
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2CCOC2)N1C(C)C,5.832682665
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2CCC(C)(C)O2)N1C(C)C,6.026872146
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2COCCO2)N1C(C)C,5.537602002
COCC1(N2C(NS(=O)(=O)C(C)C(OC)C3=NC=C(Cl)C=N3)=NN=C2C2CCOC2)CC1,6.468521083
COCCN1C(NS(=O)(=O)C(C)C(OC)C2=NC=C(Cl)C=N2)=NN=C1C1CCOC1,5.585026652
COCCN1C(NS(=O)(=O)C(C)C(OC)C2=NC=C(Cl)C=N2)=NN=C1C1COCCO1,5.769551079
COCC1(N2C(NS(=O)(=O)C(C)C(OC(C)C)C3=NC=C(Cl)C=N3)=NN=C2C2CCOC2)CC1,6.886056648
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2COCCO2)N1C1(C2CC2)CC1,7.853871964
COC(C1=NC=C(C)N=C1)C(C)S(=O)(=O)NC1=NN=C(C2COCCO2)N1C1(C2CC2)CC1,6.638272164
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(F)C=N2)=NN=C1C1CCC(C)(C)O1,6.721246399
CCC(CC)N1C(NS(=O)(=O)C(C)C(OC)C2=NC=C(Cl)C=N2)=NN=C1C1COCCO1,7.420216403
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2COCCO2)N1C(C1CC1)C1CC1,8.161150909
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1CCC(=O)N1,6.13667714
COC1=C(N2C(NS(=O)(=O)CCC3=C(C#N)C=C(F)C=C3)=NN=C2C2CCOC2)C(OC)=CC=C1,7
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C2=CC=CC=C2)=NN=C1C1CCCO1,5.40560745
CC(C)OC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2CCC(C)O2)N1C1CC1,5.826813732
COCC(COC)N1C(NS(=O)(=O)C(C)C(OC(C)C)C2=NC=C(C)C=C2)=NN=C1C1CCC(C)O1,6.167491087
COCC(COC)N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(F)C=N2)=NN=C1C1CCC(C)O1,7
COCC(COC)N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(OC)C=N2)=NN=C1C1CCC(C)O1,6.207608311
COCC(COC)N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=C2)=NN=C1C1CCC(C)O1,6.619788758
COCC(COC)N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1CCC(C)O1,8.251811973
COCC(COC)N1C(NS(=O)(=O)C(C)C(C)C2=CN=C(OC)C=N2)=NN=C1C1CCC(C)O1,6.920818754
COCC(COC)N1C(NS(=O)(=O)C(C)C(OC)C2=NC=C(Cl)C=C2)=NN=C1C1CCC(C)O1,7.22184875
COC1=C(N2C(NS(=O)(=O)CCC3=NC=C(Cl)C=N3)=NN=C2C2CCOC2)C(OC)=CC=C1,7.091514981
COC1=C(N2C(NS(=O)(=O)CCC3=NC=C(Cl)C=N3)=NN=C2C2CCCO2)C(OC)=CC=C1,8.008773924
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1COC(C)(C)C1,7.744727495
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(F)C=N2)=NN=C1C1COC(C)(C)C1,7.173925197
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2CCOC2)N1CC1=NOC=C1,7
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2CCC(C)O2)N1CC1=NOC=C1,6.552841969
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(OC(C)C)C2=NC=C(C)C=C2)=NN=C1C1CCOC1,8
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=C2)=NN=C1C1CCOC1,7.958607315
CC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2CCOC2)N1C(C)C1=NOC=C1,6.638272164
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1CCC(=O)N1C,5.46470588
COC1=CC=CC(C(C)S(=O)(=O)NC2=NN=C(C3CCCO3)N2C2=C(OC)C=CC=C2OC)=C1,6.823908741
COC1=CC=CC(O)=C1N1C(NS(=O)(=O)C(C)C2=CC=CC=C2F)=NN=C1C1CCCO1,6.886056648
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C2=CC=CC=C2F)=NN=C1C1CCCO1,6.585026652
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C2=CC(Cl)=CC=C2)=NN=C1C1CCCO1,5.585026652
COC1=CC=CC(OC)=C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1COC(C)C1,8.075720714
COC1CCCC(OC)C1N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(C)C=N2)=NN=C1C1=CN=CC(C)=C1,6.167491087
COC1=CC=CC(C2=NN=C(NS(=O)(=O)C(C)C(C)C3=NC=C(Cl)C=N3)N2CC2COC2)=N1,5.37675071
COCCN1C(NS(=O)(=O)C(C)C(OC)C2=NC=C(Cl)C=N2)=NN=C1C1=NC(OC)=CC=C1,8.552841969
COCC(COC)N1C(NS(=O)(=O)C(C)C(OC)C2=NC=C(C)C=N2)=NN=C1C1=CC=CC=N1,7.721246399
CCC(CC)N1C(NS(=O)(=O)C(C)C(OC)C2=NC=C(Cl)C=N2)=NN=C1C1=NC(OC)=CC=C1,9.494850022
COC1=CC=CC(C2=NN=C(NS(=O)(=O)C(C)C(OC)C3=NC=C(Cl)C=N3)N2C(C)C)=N1,8.193820026
COCCN1C(NS(=O)(=O)C(C)C(OC(C)C)C2=NC=C(Cl)C=N2)=NN=C1C1=CN=CC(C)=C1,6.920818754
COCC(COC)N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(C)N=C2)=NN=C1C1=CN=CC=C1,6.420216403
COCCN1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1=CN=CC=C1,6.602059991
COCC(COC)N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1=CN=CC=C1,7.585026652
COCCN1C(NS(=O)(=O)C(C)C(C)C2=NC=C(OC)C=N2)=NN=C1C1=NC(OC)=CC=C1,6.958607315
COCCN1C(NS(=O)(=O)C(C)C(C)C2=NC=C(OC)C=N2)=NN=C1C1=CC=CC=N1,6.366531544
CCOCCN1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1=NC(OC)=CC=C1,8.494850022
COCCN1C(NS(=O)(=O)C(C)C(OC(C)C)C2=NC=C(Cl)C=N2)=NN=C1C1=CC=CC=N1,7.823908741
COC1=CC=CC(C2=NN=C(NS(=O)(=O)C(C)C(OC)C3=NC=C(Cl)C=N3)N2C(C2CC2)C2CC2)=N1,10.09691001
COC1=CC=CC(C2=NN=C(NS(=O)(=O)C(C)C(OC)C3=NC=C(Cl)C=N3)N2CCC#N)=N1,8.30980392
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2=CC=CC=N2)N1C(C1CC1)C1CC1,9.48148606
CCC(CC)N1C(NS(=O)(=O)C(C)C(OC)C2=NC=C(Cl)C=N2)=NN=C1C1=CC=CC=N1,8.27572413
COCC1(N2C(NS(=O)(=O)C(C)C(OC)C3=NC=C(Cl)C=N3)=NN=C2C2=CC=CC=N2)CCC1,8.744727495
COCC(C)N1C(NS(=O)(=O)C(C)C(C)C2=NC=C(Cl)C=N2)=NN=C1C1=CN=CC=C1,7.795880017
CCC(C)N1C(NS(=O)(=O)C(C)C(OC)C2=NC=C(Cl)C=N2)=NN=C1C1=NC(OC)=CC=C1,9.301029996
COC1=CC=CC(C2=NN=C(NS(=O)(=O)C(C)C(OC)C3=NC=C(Cl)C=N3)N2C2CCC23CCC3)=N1,8.721246399
CC1=CN=C(C(OC(C)C)C(C)S(=O)(=O)NC2=NN=C(C3=CN=CC(C)=C3)N2C2(C)CC2)N=C1,7.37675071
COC(C1=NC=C(Cl)C=N1)C(C)S(=O)(=O)NC1=NN=C(C2=CC=CC(C)=N2)N1C1(C)CCC1,7.552841969
COCC1(N2C(NS(=O)(=O)C(C)C(OC)C3=NC=C(Cl)C=N3)=NN=C2C2=CN=CC=C2)CC1,8.920818754
COCC1(N2C(NS(=O)(=O)C(C)C(OC)C3=NC=C(Cl)C=N3)=NN=C2C2=CC=CC=N2)CC1,9.050609993
COCC1(N2C(NS(=O)(=O)C(C)C(OC(C)C)C3=NC=C(C)C=N3)=NN=C2C2=CN=CC=C2)CC1,7.568636236
COCC1(N2C(NS(=O)(=O)C(C)C(OC(C)C)C3=NC=C(C)C=N3)=NN=C2C2=CN=CC(C)=C2)CC1,7.698970004
COCC1(N2C(NS(=O)(=O)C(C)C(OC(C)C)C3=NC=C(C)C=N3)=NN=C2C2=CC=CC=N2)CC1,7.619788758
COCC1(N2C(NS(=O)(=O)C(C)C(C)C3=NC=C(C)N=C3)=NN=C2C2=CN=CC=C2)CC1,7.420216403
COCC1(N2C(NS(=O)(=O)C(C)C(OC)C3=NC=C(C)C=N3)=NN=C2C2=CC=CC=N2)CC1,7.619788758
COCC1(N2C(NS(=O)(=O)C(C)C(C)C3=NC=C(Cl)C=N3)=NN=C2C2=CN=CC=C2)CC1,8.552841969
COC1=CC=CC(C2=NN=C(NS(=O)(=O)C(C)C(OC)C3=NC=C(Cl)C=N3)N2C2CC2)=N1,9.050609993
COC1=CC=CC(C2=NN=C(NS(=O)(=O)C(C)C(OC(C)C)C3=NC=C(Cl)C=N3)N2C2CC2)=N1,9.22184875
COC1=CC=CC(C2=NN=C(NS(=O)(=O)C(C)C(OC)C3=NC=C(Cl)C=N3)N2CC2CCC2)=N1,8.522878745
COC1=CC=CC(C2=NN=C(NS(=O)(=O)C(C)C(OC)C3=NC=C(Cl)C=N3)N2CCC2=CC=C(F)C=C2)=N1,7.508638306
